iter,rt_raw0.0.mean,rt_raw0.0.median,rt_raw2.0.mean,rt_raw2.0.median,rt_raw2.5.mean,rt_raw2.5.median,rt_raw3.0.mean,rt_raw3.0.median,rt_log0.0.mean,rt_log0.0.median,rt_log2.0.mean,rt_log2.0.median,rt_log2.5.mean,rt_log2.5.median,rt_log3.0.mean,rt_log3.0.median,rt_inv0.0.mean,rt_inv0.0.median,rt_inv2.0.mean,rt_inv2.0.median,rt_inv2.5.mean,rt_inv2.5.median,rt_inv3.0.mean,rt_inv3.0.median,dataset
17,0.8981322644440556,0.5057997476209851,0.6579562116932394,0.5691019843197203,0.8930755237169034,0.4867195283002813,0.9282763342312969,0.39863569175049374,0.7398919818771625,0.319176665946241,0.8884590691018422,0.3703267078250726,0.7035597880232173,0.29779002343700495,0.55516152874256,0.2282211507197645,0.4266863101958551,0.22416611342260503,0.4923032638310285,0.27148999472265223,0.3877370750027693,0.2037666837241036,0.29078630956652435,0.1489104808346272,stroop
18,0.15048581679468587,0.1599613659246368,0.08379655174788117,0.19811827952995192,0.03557701784138794,0.09553700158338183,0.09184786512548884,0.12412061751969987,0.07938416010873875,0.11548245939223993,0.06585451394784472,0.1478803685926964,0.0293225396225907,0.06768647395444471,0.05061013342997786,0.07677762051744133,0.05043688376278953,0.09622401669074701,0.06184618359573069,0.11812420883523968,0.03395493398234975,0.055922947776482566,0.0413568738425925,0.05568069496734682,stroop
19,0.5917514632455549,0.573419489727667,0.39181583721856617,0.5944758109114618,0.48339364048436273,0.5863484101576706,0.5585654253484666,0.5792262786701377,0.5283640209646814,0.8292322395794235,0.4787273309852619,0.8863542343728099,0.4882029554169802,0.8442653591771121,0.5168242674834087,0.8285566472532496,0.5239927127439098,0.9583171581971525,0.5928780097767714,0.8675834976416835,0.5376176588582133,0.9360321044846178,0.5270091613514621,0.9563597000928792,stroop
20,0.7894560148477998,0.5971978498305265,0.7713363282110297,0.7818494197811018,0.8734634018966743,0.7136755466854421,0.6160328563841169,0.582524719423889,0.7216681128584017,0.6434021265791634,0.8334271401016726,0.8579944343503267,0.9032560955537281,0.7765799364653916,0.7178507964991365,0.6609323469812505,0.7193100359316078,0.68156962835541,0.8956417024641014,0.9182859196318227,0.9407215944462524,0.8261249717712014,0.7824215826911933,0.7281918833163388,stroop
21,0.18552684677718845,0.8313660747512248,0.7969998889000185,0.6034419153906181,0.840418792851011,0.47745025682276365,0.7423665014745469,0.49738098400010433,0.175165395904671,0.8936682747634692,0.5790795889612255,0.6620981787268758,0.6892657555239052,0.5066927780946235,0.5804545405351618,0.5325421509831634,0.16581525461101726,0.9791445837701993,0.4140225561617511,0.7486100244357081,0.5318304336107875,0.5627254068883747,0.4379557270652922,0.595517868556346,stroop
22,0.9666297337545835,0.4997350940363988,0.7642731506373639,0.6533104740494069,0.5674437390397424,0.6027017382966258,0.9385075095386878,0.6122606291059832,0.8958830905478923,0.5015850095009914,0.9168327954358372,0.6225586139841883,0.7208525630054772,0.5896560955670052,0.9411396951359221,0.6076486381923644,0.8003423940859796,0.478326552017208,0.968719093471413,0.5558867456002117,0.8771585401221029,0.5389555601831422,0.8540172055918779,0.5669941167706127,stroop
23,0.5166167447032648,0.6278415939741913,0.7909726934834318,0.6900863554741867,0.9358565028948638,0.716534923119088,0.9288991429726036,0.678669689290486,0.6990936694287041,0.7468735866433687,0.959922969382226,0.820677947313112,0.8663246250984586,0.8495624109530788,0.93280502995298,0.8086768182485276,0.9237378638915151,0.8784986204274094,0.7658592445092518,0.9607437076650431,0.7107645946506241,0.9905460615575352,0.7919249555106374,0.9486506472020901,stroop
24,0.04813904293580975,0.020051135587389725,0.22996945508856143,0.08763713292650802,0.12854533205111124,0.04479541030822271,0.02653166014556412,0.027625629927012656,0.060675312339823526,0.012555012141520522,0.21052997539943535,0.05284020549400549,0.15463840032745713,0.028462888812748437,0.052586926934100095,0.016775363188909053,0.09825557457293078,0.008581962861870766,0.21738319083745022,0.03209433675875889,0.20389425923360172,0.019198169363594076,0.1048840131821579,0.011178268213738886,stroop
25,0.5818650857182608,0.009062658031865106,0.4796340298259928,0.0160573011142991,0.681322740681547,0.01316458566074425,0.7897751443386205,0.013347901909234261,0.40062532210664326,0.007294371351325207,0.2892888643867061,0.017652611397944915,0.41100317330165104,0.012545032124152988,0.48359721298075586,0.013336024544489185,0.3075027939970914,0.009215555723011385,0.21529197429062974,0.02886633075908448,0.28208439116269163,0.019692947151317784,0.3246563385551293,0.02154278684142222,stroop
26,0.14142272588501634,0.8386376687744456,0.3423487720438346,0.8259813756476091,0.14237351243371957,0.8081300416952257,0.3813083279506827,0.9522570721955133,0.08451407236329457,0.5070571374693957,0.1913121887452857,0.5400875299250181,0.0765151507019575,0.5298046401967493,0.1637412195608995,0.6270448785381029,0.051953882331571305,0.31419719323012413,0.11583834655008793,0.3657017307987649,0.04807321116973206,0.3607875515511726,0.0790998703367254,0.4157116986265593,stroop
27,0.5916115253602063,0.936039398104255,0.9478315179551039,0.8298914449532506,0.9873958843269957,0.899559221066396,0.9877405034292048,0.8251093338772936,0.8784331732327363,0.6133043268545227,0.9257491279161532,0.5457131537800084,0.8446761505250178,0.5955979311214481,0.78725732637652,0.5217874497115117,0.8857310408890617,0.4205470346770187,0.8513012685656729,0.38242794454330165,0.7501467626933148,0.4174123677236491,0.6787213095265234,0.3569124071669175,stroop
28,0.888003771647742,0.6805930944256828,0.42156338699029383,0.5126714522856488,0.36093568756765015,0.4958648150693151,0.2710245500105501,0.526142802727273,0.6053179545551577,0.5283090287399979,0.39240059233631097,0.4517194662360019,0.30494640538427964,0.4474636566498248,0.24344324281435234,0.4237327874411606,0.4871639935037102,0.4146113000393793,0.45823649691649604,0.4167420596461743,0.34433493772036705,0.4251430148995903,0.297601256821433,0.36124805128427573,stroop
29,0.7199688656002279,0.6261273751252889,0.3250347128576073,0.4619595883787817,0.10570546051596671,0.754703516024926,0.15324349399774734,0.7401664134796679,0.6984483171920299,0.5725017611956259,0.3899344217048464,0.5248435265348024,0.1879852439234484,0.6989277773252935,0.2851554195013043,0.6781053400317987,0.6953548049054445,0.5532188157306601,0.45880614686198495,0.576733211914378,0.2985079492685243,0.6589844520933895,0.4265930394889842,0.6395656915131718,stroop
30,0.26718317585478746,0.8619701645450242,0.6843914569307391,0.914055683517706,0.603921423360558,0.9826805638817213,0.8773678675125516,0.90673152265533985,0.47464121810181503,0.823065951899747,0.7396239298238622,0.9937668575164743,0.7280005036452631,0.9682967134690534,0.9039842608781027,0.9769606189741846,0.7188268444948358,0.7794780384695879,0.8551248964648894,0.9300073406140243,0.89701178848104,0.9214308578616028,0.9946821031377234,0.9491529705747972,stroop
31,0.2541707569354229,0.20010586904607533,0.6642887168410463,0.35503221203715196,0.4931579394094112,0.3043388315773844,0.4989955118451339,0.3081626142526872,0.24883747648590504,0.13772916911295746,0.5833862189353152,0.22476378288684362,0.48697054945962903,0.19599271285350256,0.4717591191781084,0.20704315845446505,0.2352716877774982,0.10226491926813716,0.47244167141287763,0.1530262621745925,0.42239423418869837,0.13690104264321787,0.40006651444281194,0.1500886767928813,stroop
32,0.23491289942766286,0.6738884249036228,0.6184138609003682,0.7606752698829078,0.40077004464899046,0.7633677789367865,0.19638873246689792,0.6175609923722649,0.24309122806155675,0.7550591556019348,0.555952144869573,0.832339020230222,0.37632848277220876,0.8063327462521869,0.23235912086705252,0.6848461459134745,0.2691722183354048,0.8157294364201495,0.5046432712847868,0.8833798020976145,0.37209073373354073,0.839568599591524,0.27874773212321863,0.7439789027580979,stroop
33,0.9439486398731669,0.34681928956442964,0.2960835855407635,0.17843209113478709,0.17082600438577153,0.17786429831457023,0.20176277112876892,0.2659957819104719,0.5125243441648262,0.21600139950467423,0.16649065135163935,0.13312388165201378,0.11987622295701789,0.13943803805288732,0.1303624640803199,0.1725040787849562,0.2877542607817505,0.15354884249649803,0.12005859881705007,0.1090161074473658,0.10619980037161565,0.11971347294043584,0.1195606430185116,0.13009546276972028,stroop
34,0.5595961211558582,0.8698202363965846,0.6538695898738529,0.844262839778829,0.539408803873284,0.8225893253490304,0.5880448085895895,0.8606796656618793,0.716126685260658,0.8949972885569801,0.7854605591323767,0.8276406313095561,0.6073909007002388,0.794344320151201,0.6281548977577476,0.8369034906475842,0.8184068848153985,0.9301863667628476,0.9082663499008533,0.8348867481757782,0.7098473618578028,0.7905134229549104,0.7162074427277438,0.8359445248281425,stroop
35,0.9392736101385928,0.8926237651239934,0.9210647913164021,0.852911698027093,0.5527141868526001,0.8805524017769127,0.903250852325562,0.8571610250653464,0.7311113057890424,0.9368291268510953,0.7154720534339691,0.9045012121769388,0.4322276510243116,0.89803455955865,0.7883674360098933,0.9359857124095061,0.599006334625162,0.8437990165526225,0.5862172014810363,0.7491092710030568,0.3880651295562594,0.7652680311842711,0.605909091640803,0.8094496317925267,stroop
36,0.8488907057581574,0.9495874224775149,0.5263657842718613,0.867379976246696,0.5014931994645542,0.9023573530416031,0.5313636210359531,0.9574032600319968,0.5263456517506651,0.7311544276624216,0.2889180955690347,0.6182190135346142,0.30459657153027553,0.6709625327668363,0.3345432752157821,0.761582794179352,0.33379685229366707,0.6007738513682994,0.19905345943958963,0.48793477497744475,0.22169017194006557,0.5440338732432523,0.24277268625922693,0.656827599573213,stroop
37,0.820100221396266,0.6821543818840858,0.43014766374023916,0.4550558781082068,0.6972869521147286,0.4769924408583176,0.9563559585806739,0.6094531560331503,0.8304112347916766,0.5562794860915485,0.3489623485848976,0.3771818377131735,0.381432557094485,0.3765875866153169,0.6044249982639802,0.4871787393795779,0.47610177392854613,0.45167707588826667,0.2533835570450087,0.3080045362700623,0.2308090769500172,0.29662034379525065,0.31339815599248194,0.3879858955179132,stroop
38,0.473585251562911,0.43344823742916494,0.7000502134183558,0.33273931623225794,0.6406790367887059,0.3781086061437585,0.6667299545688868,0.4099437704735306,0.517015708756556,0.5380245796277254,0.8412817482038375,0.4531714612375457,0.7346708788717919,0.49598888349964854,0.7305687881115357,0.5303067810356449,0.5842206625790998,0.5943015237085456,0.9021737139373074,0.5310864624681005,0.7940647025027948,0.5665380863767886,0.7759694599177676,0.6026932963085211,stroop
39,0.5480008959771594,0.16115763052282328,0.2508405842160328,0.12702780502952135,0.6136481732161564,0.11886657290621118,0.7177259292688529,0.12775360565058097,0.7415986542893253,0.25683731325512404,0.22448178770106844,0.24709863004042493,0.5065080247090321,0.18663562457803354,0.6160342781656087,0.20249342583886798,0.8777184531506916,0.4866360825527627,0.27867643890937,0.4860122333637622,0.5319546088831744,0.3764006629545762,0.6302598453533714,0.4028725505875941,stroop
40,0.675225206140748,0.5966515658403175,0.6790711485537813,0.5494007370682568,0.7538220532648081,0.6148945109002542,0.7886920768429861,0.4338001951075159,0.9487305621641933,0.5316390568440732,0.4343437747849763,0.501159841887344,0.5281603581396945,0.5657869131574579,0.5521464540243732,0.4106030443319917,0.5743656933097155,0.4954005497569769,0.27628839365837976,0.46907402634418094,0.35543602513797656,0.532103519111985,0.36389326679135825,0.40314830681690605,stroop
41,0.4391120616576678,0.3923035562361117,0.5819893775952829,0.5817938741690172,0.2406155672081548,0.5337819973923961,0.29535042142341544,0.5705309215917083,0.45413510582362004,0.49135719650517984,0.7614211611763309,0.7520696011841144,0.4054111075688973,0.6621304115578353,0.42075695403200497,0.71015934800761,0.529509731447245,0.6020180645764841,0.8820141562510058,0.9275424211434231,0.5676638221096206,0.7984176721185839,0.5573552045765687,0.8576935287579439,stroop
42,0.5722980246384629,0.40148014712588487,0.9856098303781458,0.307782244201265,0.7240943532438344,0.4097088068372312,0.8880133174307571,0.33878151155384517,0.5834208737671035,0.4285911781236913,0.9927128586840639,0.30970761806682046,0.7513583043908354,0.42121538621082566,0.8523377459673147,0.3578826414579256,0.6205774518304245,0.45209873061685923,0.9783838088159651,0.31231736275167005,0.7932389381487033,0.429257984625834,0.84757232580455,0.3735507700366413,stroop
43,0.7383601650250144,0.32874575831419117,0.8254659119629527,0.5885229210709453,0.683482639244292,0.4052562671970352,0.9003525719559384,0.5237928201485096,0.9654587277847833,0.3500856768620516,0.8349740141420892,0.6215841233852959,0.9633632176255417,0.4219660280394544,0.868377415768139,0.5282456364346522,0.7466757881185168,0.3804138254825441,0.5474766952408012,0.6486250350156975,0.7307049591735821,0.4386616020701738,0.6197173066756463,0.5362822765115802,stroop
44,0.4308896892472859,0.8910823283896258,0.951404845573797,0.9815203262068964,0.9495027687966116,0.9984671147606988,0.9845499905646281,0.9882543410808367,0.5804492359539217,0.9685248616973315,0.9773357929152662,0.8716381124539536,0.89200829832481765,0.9224848764092883,0.9412688324352032,0.8984669085016226,0.7115130328594657,0.867691635171981,0.9681392215427311,0.7785663626005264,0.896661003043643,0.8607405792470404,0.9429482194425489,0.8324931760137045,stroop
45,0.9452423942454578,0.380793708432419,0.942051913294412,0.36863097717560733,0.6733274991623113,0.3787043698406709,0.936896118560705,0.3498517636832855,0.8656989064642674,0.46109276060382887,0.6343477298625476,0.4505377233730037,0.9642019902465342,0.47816252839504303,0.8379559932725518,0.4411124125471707,0.5712189629851898,0.50259862876299,0.3833404910223366,0.49903736014831,0.5924843182392298,0.5414466203285943,0.550852928770867,0.5037573752522071,stroop
46,0.3447356833941241,0.641707656798252,0.8902775496403402,0.9829428046614965,0.5675107560075987,0.9354366587268612,0.5826381360572856,0.835886589410717,0.3384613201304716,0.6039299509069362,0.7316660073329896,0.993269939060292,0.5206968244432881,0.9090941850846566,0.5285396130957456,0.8090523690088846,0.33902025726436846,0.6158442414308225,0.6175463856881271,0.9726507081563546,0.48802133903444744,0.9255197296669637,0.48219162203461374,0.8295517076570136,stroop
47,0.10706252168588343,0.1207296865572065,0.15032216425662764,0.04217896465686276,0.09590525807169292,0.12555378622022992,0.10163330372509519,0.1305969819197615,0.09380567425930184,0.10190563942047486,0.12817560270093517,0.03433966744273297,0.07218624351682065,0.09887989577652255,0.07778926110876166,0.1071902590609699,0.10556946071472216,0.14345016927130158,0.14144669117168993,0.056328699017822385,0.08291899060361595,0.1282841619808168,0.08478439507139635,0.1424482673738594,stroop
48,0.9354272865667697,0.4259118864564251,0.7699615830982965,0.34857315462954586,0.7565754544999456,0.3972492215863638,0.7518481600224206,0.4084094715070562,0.9057453177453901,0.5167406711511366,0.9423452785582851,0.42609790903119926,0.8612516252074818,0.47124879798636443,0.8729585048421441,0.4933384300019167,0.831465578828902,0.6089350569555557,0.9081636428195203,0.5191894313288327,0.988553517926893,0.5433715331252993,0.9896778490741516,0.5771081937867771,stroop
49,0.17504938067448045,0.42868151570937174,0.4293441285525256,0.5965476026620768,0.5649457624586314,0.5478777294739595,0.37055622908041286,0.4537196585044687,0.26432675879510625,0.33877616186862736,0.6020557927606016,0.49275076963535014,0.6911087503274342,0.44564508474523956,0.5181389472986109,0.3701245937568004,0.45508161128026103,0.3116000258966936,0.8237133050105312,0.45511115353374165,0.874440181379743,0.4088547912978242,0.732894596107124,0.3524550839320978,stroop
50,0.13578336963561236,0.3986626556503212,0.6084638712849684,0.5063901509531049,0.33595371833538534,0.49574008064979147,0.4177249506992061,0.42428455935738196,0.21723365884722606,0.5374258279382251,0.6863396933648356,0.6024442284146081,0.41806138422011496,0.5824179924902471,0.5340178383263905,0.5426540309200113,0.38747836665429036,0.6642814529285412,0.835258039952706,0.6762333402609846,0.5920138907062734,0.6492529542734327,0.7215190641379191,0.6465600368162114,stroop
51,0.8239617700171873,0.2545692988617727,0.42175338624851066,0.05184829193609737,0.6459618204343129,0.0703075094192581,0.5244797966997683,0.08347773062482844,0.9843857653683721,0.33705651729389097,0.42731593738872486,0.07999839671524611,0.6034649499081632,0.10633131980398142,0.5563685532542189,0.12552989930607167,0.9270838723608759,0.4679371590289958,0.4842134989075735,0.13544711888815966,0.6289600379894973,0.1785931082681372,0.6183757375552212,0.20445957774560078,stroop
52,0.8960433984066718,0.3218938625109704,0.8929921284753741,0.14333906971983645,0.13664242059438744,0.3634532433631896,0.22967628635310577,0.3893944375765359,0.9119598840893897,0.34544018444383495,0.7491415534837811,0.21745235542888414,0.1871687933102398,0.39107364676819856,0.24773067488044015,0.4120767655938238,0.7474214096310464,0.37830393258996975,0.6360872363170036,0.3145483952984419,0.24931107458578922,0.4194912591793888,0.28587891635291285,0.4335765920921665,stroop
53,0.6179889772285974,0.9334173145753274,0.5120347793873505,0.8494798418155378,0.5464215612474796,0.8357191133083997,0.45207826447942745,0.9312389928121743,0.6150465220845631,0.8621444834252202,0.5499009180232167,0.781423683514255,0.5721497794253267,0.737595313472731,0.4851612139578727,0.8350402363333086,0.5862658088788313,0.8145269002121733,0.5466437471682517,0.7312013113532505,0.5597817907986031,0.6636651107239748,0.4884169460738208,0.7627288257379723,stroop
54,0.4755599882730399,0.3269606293046827,0.11738368676751033,0.2100846644496158,0.2917280983469491,0.20410889510346117,0.5579606393241958,0.23801959560665206,0.7304190290871577,0.4048389031370949,0.1414513880817082,0.2358960688222139,0.2657249094069585,0.23428382523729313,0.47922515529247356,0.28270209725537887,0.9645135088139207,0.5219175481662802,0.18186010374354716,0.31736835663674245,0.2720441754991916,0.32209257696964416,0.42864764062943883,0.3807244309130121,stroop
55,0.8874345065686452,0.6817480929958918,0.823217228388424,0.796059212854727,0.5830473290802726,0.9485717943815062,0.5716893051865322,0.8860545631853647,0.9391097191426573,0.5445378233938887,0.5751709127055507,0.9193116910599362,0.9436428206210897,0.8955893327358201,0.8852730265863411,0.7381094553221794,0.6542163354258537,0.45338793158273005,0.34703342312775787,0.9608545396611325,0.6446101715913202,0.7566477964263684,0.7111171621187593,0.6291415758480369,stroop
56,0.6536280843670765,0.6726064963521122,0.6652821193239241,0.9070361222447765,0.7122823561526543,0.7247551955512912,0.6798958521984872,0.6249140682334309,0.5400169010974192,0.6622018350863916,0.5720501504290323,0.8597181535225629,0.5964316447218228,0.6927052584565402,0.583889059441864,0.6346040164139988,0.39054078437057993,0.6162776749470045,0.4742569951758778,0.7894161429774426,0.4578403652729235,0.6424247467999551,0.4408402027993288,0.6151142827699589,stroop
57,0.2439001154752174,0.2885143463561766,0.22088209252245236,0.2843438075688404,0.25361377433039056,0.31188031467139954,0.6125788593965809,0.3483190444861227,0.2942635757779444,0.34474983484650823,0.2884662834443257,0.31196664682059483,0.3210952227978281,0.35888247356090897,0.583415549534049,0.3914594837799088,0.30834897733694816,0.37775880589473265,0.31271927681934963,0.3205703191327893,0.33537287263145743,0.3802574005099528,0.4842025494611879,0.40608036068086284,stroop
58,0.4517512052840871,0.4067396239141984,0.3804145797308087,0.520410815133378,0.3860341094285097,0.5040204904689258,0.4006897790130517,0.506941104211893,0.5440862743022867,0.6576565374093634,0.5914840907824704,0.8225640818363932,0.5687595982370932,0.8233248454857638,0.543093639786238,0.7962148052134979,0.7357453758207235,0.9972967647759947,0.8706366951379687,0.8326651717475777,0.8214369750327803,0.8040856502740802,0.7734374286755112,0.854908966482918,stroop
59,0.882161115255931,0.2823852231686699,0.6308799892008448,0.4114406540492457,0.7609227558517259,0.2844364073096422,0.8618533716498985,0.27383127726954676,0.7310520436331107,0.1352621231032377,0.3223896348948191,0.2034099399239381,0.3880819560891451,0.13805318060159158,0.4458641299921764,0.132046215013581,0.4400505901590206,0.0797011928489817,0.224147311601184,0.11548671495067629,0.2448359008829469,0.08289156444085631,0.270858693156542,0.07904110350728037,stroop
60,0.37485955738734256,0.7119196078119325,0.3522533145744371,0.6755040312194559,0.4511198446162572,0.6801244760513432,0.3958372734971769,0.6778736100879845,0.5013282727632536,0.7585009458954879,0.4739761718830191,0.7484882375973716,0.5480314559380107,0.7397139747124253,0.5456199989477949,0.7324298208260338,0.6705508466984649,0.7655929039395745,0.611611942586944,0.7844404893107166,0.6767626851645141,0.7616945112586335,0.7085171036580313,0.7491302710959047,stroop
61,0.1274786866750963,0.7749334445636175,0.8935164044511879,0.8494713656173744,0.9965168891402112,0.9765548894014902,0.5758902846148408,0.8709042305325216,0.14927437982073422,0.636535639871696,0.7053400787911811,0.743904945943032,0.8100088479592796,0.9205140371543079,0.8554228930071455,0.9763398267544724,0.19250136332181605,0.5264124775494498,0.5749837538226388,0.6564275908927302,0.673713553201468,0.8302184217747784,0.8936407022057797,0.9300787395758066,stroop
